-0.0065392405	0.04100359	0.02475843	-0.0108547695	-0.07200609	-0.077630185	-0.0047761085	-0.0057281395	-0.03852142	0.017178014	-0.0031071387	-0.050862532	-0.032935385	-0.017277073	0.027610272	0.0049672155
-0.008316971	0.12561439	0.092552036	-0.020754164	-0.057974026	-0.14160046	0.084410734	0.024949927	-0.10913971	-0.08734421	-0.12646046	-0.07526916	0.009951128	0.026444985	0.09115596	-0.11231644
-0.0567982	0.1189017	0.21555221	0.011504184	0.044012733	-0.1954742	0.09786489	0.10422018	-0.13604464	-0.07320778	-0.13483714	-0.07311881	-0.013485595	0.014150951	0.13042511	-0.16777374
0.1922276	-0.41571838	-0.4864111	0.24346074	0.0023750197	0.47132754	-0.31623295	-0.23975784	0.4094926	0.41127038	0.4545574	0.37421244	0.18080114	-0.22138906	-0.42817622	0.45407265
0.014358306	0.028123135	-0.06884648	0.029493269	0.07541244	0.07696511	-0.038443193	0.012637935	-0.0006200582	0.04527413	0.06979925	0.0053716674	0.03970446	-0.03749852	-0.059744034	0.012205979
-0.062900424	0.02390635	0.08496693	-0.0061586318	0.039680842	-0.047201265	0.008799926	0.0857758	-0.051932007	-0.05353412	-0.013992807	-0.04129287	-0.059407488	0.09148453	0.08989343	-0.033864852
0.23724721	-0.42902777	-0.48391622	0.32250595	-0.03310938	0.4749403	-0.30871478	-0.24102573	0.3881353	0.33729392	0.4302642	0.3303476	0.26542544	-0.3023666	-0.37738833	0.39874396
-0.048251238	0.06653344	0.074571945	-0.028590683	0.029005542	-0.07577499	0.081774496	0.08368589	-0.08263995	-0.07416463	-0.03192749	-0.0011792573	-0.031844664	0.031996276	0.07622761	-0.011020553
0.14232066	-0.31621614	-0.43211585	0.23237042	-0.0652082	0.4032339	-0.32715502	-0.18901825	0.3219957	0.33697355	0.38470408	0.2973163	0.2036799	-0.25612473	-0.34180048	0.31693506
0.020257179	0.0033492206	0.033941124	0.029745085	-0.094615966	-0.0003625553	-0.05789675	-0.07090068	-0.03334617	-0.027083935	0.047054738	0.04963692	0.0014381105	-0.03284561	-0.024309296	-0.0329419
0.22138585	-0.5031775	-0.51569164	0.30393505	-0.042188592	0.5191569	-0.31741217	-0.26314238	0.369956	0.45399725	0.4314431	0.41076446	0.22436771	-0.28857216	-0.405228	0.3889951
